Course Session,Course,Professor,Bulletin,First Year Cirriculum,Credit-Hours,Term,Description,Year Begin,Year End,Course Category
Real Estate Transactions (1966-1967),Real Estate Transactions,Charles J. Meyers,1966-1967,,,,,1966,1967,Real Estate
Sales and Sales Financing (1966-1967),Sales and Sales Financing,Byron D. Sher,1966-1967,,,,,1966,1967,Consumer & Commercial Law
Senior Thesis (1966-1967),Senior Thesis,,1966-1967,,,,,1966,1967,Independent Study
Taxation I (1966-1967),Taxation I,Joseph T. Sneed,1966-1967,,,,,1966,1967,Tax
Tax Policy (1966-1967),Tax Policy,Joseph T. Sneed,1966-1967,,,,,1966,1967,Tax
Torts II (1966-1967),Torts II,Marc A. Franklin,1966-1967,,,,,1966,1967,"Contracts, Torts & Remedies"
Trusts and Estates I (1966-1967),Trusts and Estates I,Howard R. Williams,1966-1967,,,,,1966,1967,Trusts & Estates
Water Law (1966-1967),Water Law,Charles J. Meyers,1966-1967,,,,,1966,1967,"Environmental, Natural Resources, Land Use & Water Law"
Administrative Law (1966-1967),Administrative Law,Douglas A. Ayer,1966-1967,,,,,1966,1967,Administrative Law & Regulation
Business Associations II (Advanced Corporations) (1966-1967),Business Associations II (Advanced Corporations),Bayless A. Manning,1966-1967,,,,,1966,1967,Corporate Law
Civil Liberties and Rights in the United States (1966-1967),Civil Liberties and Rights in the United States,Yosal Rogat,1966-1967,,,,,1966,1967,Constitutional Law
Community Development Laboratory (1966-1967),Community Development Laboratory,"Charles J. Meyers,John Henry Merryman",1966-1967,,,,,1966,1967,Public Interest Law
Law and the Competitive Economy (1966-1967),Law and the Competitive Economy,William F. Baxter,1966-1967,,,,,1966,1967,Law & Economics
Conflict of Laws (1966-1967),Conflict of Laws,"""John Richard McDonough, Jr.""",1966-1967,,,,,1966,1967,Civil Law & Procedure
Corporations not for Profit (1966-1967),Corporations not for Profit,Bayless A. Manning,1966-1967,,,,,1966,1967,Corporate Law
Creditors' Rights (1966-1967),Creditors' Rights,Byron D. Sher,1966-1967,,,,,1966,1967,Consumer & Commercial Law
Criminal Procedure (1966-1967),Criminal Procedure,John Kaplan,1966-1967,,,,,1966,1967,Criminal Law & Procedure
Directed Research (1966-1967),Directed Research,,1966-1967,,,,,1966,1967,Independent Study
Estate Planning (1966-1967),Estate Planning,Joseph T. Sneed,1966-1967,,,,,1966,1967,Trusts & Estates
Evidence (1966-1967),Evidence,John Kaplan,1966-1967,,,,,1966,1967,Evidence
Federal Jurisdiction (1966-1967),Federal Jurisdiction,Dale S. Collinson,1966-1967,,,,,1966,1967,Courts & Jurisprudence
International Law and Institutions (1966-1967),International Law and Institutions,Thomas Ehrlich,1966-1967,,,,,1966,1967,International & Comparative Law
Problems in Labor-Management Relations (1966-1967),Problems in Labor-Management Relations,J. Keith Mann,1966-1967,,,,,1966,1967,Labor Law
Law and Development (1966-1967),Law and Development,John Henry Merryman,1966-1967,,,,,1966,1967,Legal Theory & Methods
Legal Profession (1966-1967),Legal Profession,Howard R. Williams,1966-1967,,,,,1966,1967,"Professional Skills, Practice & Ethics"
Medical-Legal Problems (1966-1967),Medical-Legal Problems,Raphael (Ralph) Jocelyn Gampell,1966-1967,,,,,1966,1967,Health Law
Persons (1966-1967),Persons,Jack H. Friedenthal,1966-1967,,,,,1966,1967,Family Law
Roman Law (1966-1967),Roman Law,George Torzsay-Biber,1966-1967,,,,,1966,1967,Legal History
Senior Thesis (1966-1967),Senior Thesis,,1966-1967,,,,,1966,1967,Independent Study
Problems in State and Local Government (1966-1967),Problems in State and Local Government,Gordon Kendall Scott,1966-1967,,,,,1966,1967,"Politics, Policy & Legislation"
Taxation I (1966-1967),Taxation I,Wayne G. Barnett,1966-1967,,,,,1966,1967,Tax
Corporations and Shareholders Taxation (1966-1967),Corporations and Shareholders Taxation,Gordon Kendall Scott,1966-1967,,,,,1966,1967,Tax
Income Taxation (1966-1967),Income Taxation,Marvin T. Tepperman,1966-1967,,,,,1966,1967,Tax
Torts II (1966-1967),Torts II,Marc A. Franklin,1966-1967,,,,,1966,1967,"Contracts, Torts & Remedies"
Trusts and Estates II (1966-1967),Trusts and Estates II,Howard R. Williams,1966-1967,,,,,1966,1967,Trusts & Estates
Trusts and Estates II (1966-1967),Trusts and Estates II,Dale S. Collinson,1966-1967,,,,,1966,1967,Trusts & Estates
Civil Procedure I (1967-1968),Civil Procedure I,Jack H. Friedenthal,1967-1968,,,,,1967,1968,Civil Law & Procedure
Civil Procedure I (1967-1968),Civil Procedure I,Douglas A. Ayer,1967-1968,,,,,1967,1968,Civil Law & Procedure
"""Contracts, Unjust Enrichment and Remedies I"" (1967-1968)","""Contracts, Unjust Enrichment and Remedies I""",John Bingham Hurlbut,1967-1968,,,,,1967,1968,"Contracts, Torts & Remedies"
"""Contracts, Unjust Enrichment and Remedies I"" (1967-1968)","""Contracts, Unjust Enrichment and Remedies I""",Wayne G. Barnett,1967-1968,,,,,1967,1968,"Contracts, Torts & Remedies"
"""Contracts, Unjust Enrichment and Remedies I"" (1967-1968)","""Contracts, Unjust Enrichment and Remedies I""",Thomas Ehrlich,1967-1968,,,,,1967,1968,"Contracts, Torts & Remedies"
"""Contracts, Unjust Enrichment and Remedies I"" (1967-1968)","""Contracts, Unjust Enrichment and Remedies I""",Byron D. Sher,1967-1968,,,,,1967,1968,"Contracts, Torts & Remedies"
Criminal Law I (1967-1968),Criminal Law I,John Kaplan,1967-1968,,,,,1967,1968,Criminal Law & Procedure
Criminal Law I (1967-1968),Criminal Law I,Lester J. Mazor,1967-1968,,,,,1967,1968,Criminal Law & Procedure
Criminal Law I (1967-1968),Criminal Law I,Michael S. Wald,1967-1968,,,,,1967,1968,Criminal Law & Procedure
Torts I (1967-1968),Torts I,Robert A. Girard,1967-1968,,,,,1967,1968,"Contracts, Torts & Remedies"
Torts I (1967-1968),Torts I,"""C. Robert Morris, Jr.""",1967-1968,,,,,1967,1968,"Contracts, Torts & Remedies"
Research and Legal Writing (1967-1968),Research and Legal Writing,,1967-1968,,,,,1967,1968,Research & Writing
Legal Bibliography (1967-1968),Legal Bibliography,J. Myron Jacobstein,1967-1968,,,,,1967,1968,Research & Writing
Civil Procedure II (1967-1968),Civil Procedure II,Douglas A. Ayer,1967-1968,,,,,1967,1968,Civil Law & Procedure
Constitutional Law I (1967-1968),Constitutional Law I,Gerald Gunther,1967-1968,,,,,1967,1968,Constitutional Law
Constitutional Law I (1967-1968),Constitutional Law I,Joel J. Finer,1967-1968,,,,,1967,1968,Constitutional Law
Constitutional Law I (1967-1968),Constitutional Law I,Robert A. Girard,1967-1968,,,,,1967,1968,Constitutional Law
"""Contracts, Unjust Enrichment and Remedies II"" (1967-1968)","""Contracts, Unjust Enrichment and Remedies II""",John Bingham Hurlbut,1967-1968,,,,,1967,1968,"Contracts, Torts & Remedies"
"""Contracts, Unjust Enrichment and Remedies II"" (1967-1968)","""Contracts, Unjust Enrichment and Remedies II""",Thomas Ehrlich,1967-1968,,,,,1967,1968,"Contracts, Torts & Remedies"
"""Contracts, Unjust Enrichment and Remedies II"" (1967-1968)","""Contracts, Unjust Enrichment and Remedies II""",Byron D. Sher,1967-1968,,,,,1967,1968,"Contracts, Torts & Remedies"
Legal Process (1967-1968),Legal Process,Douglas A. Ayer,1967-1968,,,,,1967,1968,Introduction to Law
Legal Process (1967-1968),Legal Process,William F. Baxter,1967-1968,,,,,1967,1968,Introduction to Law
Legal Process (1967-1968),Legal Process,John Kaplan,1967-1968,,,,,1967,1968,Introduction to Law
Property I (1967-1968),Property I,J.E. Moffatt Hancock,1967-1968,,,,,1967,1968,Property
Property I (1967-1968),Property I,Charles J. Meyers,1967-1968,,,,,1967,1968,Property
Accounting: Lectures on Financial Reporting and Management Accounting (1967-1968),Accounting: Lectures on Financial Reporting and Management Accounting,Sprouse,1967-1968,,,,,1967,1968,"Professional Skills, Practice & Ethics"
Business Associations I (1967-1968),Business Associations I,Bayless A. Manning,1967-1968,,,,,1967,1968,Corporate Law
The Civil Law System (1967-1968),The Civil Law System,John Henry Merryman,1967-1968,,,,,1967,1968,Civil Law & Procedure
Civil Liberties and Rights in the United States (1967-1968),Civil Liberties and Rights in the United States,Joel J. Finer,1967-1968,,,,,1967,1968,Constitutional Law
Civil Procedure III (1967-1968),Civil Procedure III,Jack H. Friedenthal,1967-1968,,,,,1967,1968,Civil Law & Procedure
Constitutional Law II (1967-1968),Constitutional Law II,Gerald Gunther,1967-1968,,,,,1967,1968,Constitutional Law
Advanced Criminal Law: Colloquium on the Criminal Sanction (1967-1968),Advanced Criminal Law: Colloquium on the Criminal Sanction,Herbert L. Packer,1967-1968,,,,,1967,1968,Criminal Law & Procedure
Criminal Procedure (1967-1968),Criminal Procedure,Joel J. Finer,1967-1968,,,,,1967,1968,Criminal Law & Procedure
Directed Research (1967-1968),Directed Research,,1967-1968,,,,,1967,1968,Independent Study
Economic Analysis and Legal Problems (1967-1968),Economic Analysis and Legal Problems,Gerald M. Meier,1967-1968,,,,,1967,1968,Law & Economics
Evidence (1967-1968),Evidence,John Kaplan,1967-1968,,,,,1967,1968,Evidence
Federal Jurisdiction (1967-1968),Federal Jurisdiction,William F. Baxter,1967-1968,,,,,1967,1968,Courts & Jurisprudence
International Business Transactions (1967-1968),International Business Transactions,Dale S. Collinson,1967-1968,,,,,1967,1968,International & Comparative Law
International Law and Institutions (1967-1968),International Law and Institutions,Thomas Ehrlich,1967-1968,,,,,1967,1968,International & Comparative Law
Selected Problems in International Law and Organization (1967-1968),Selected Problems in International Law and Organization,Carl Bernhardt Spaeth,1967-1968,,,,,1967,1968,International & Comparative Law
Jurisprudence (1967-1968),Jurisprudence,Lester J. Mazor,1967-1968,,,,,1967,1968,Courts & Jurisprudence
Labor Law (1967-1968),Labor Law,Douglas A. Ayer,1967-1968,,,,,1967,1968,Labor Law
Problems in Labor-Management Relations (1967-1968),Problems in Labor-Management Relations,J. Keith Mann,1967-1968,,,,,1967,1968,Labor Law
Land Use Controls (1967-1968),Land Use Controls,John Henry Merryman,1967-1968,,,,,1967,1968,"Environmental, Natural Resources, Land Use & Water Law"
Law and the Elective Process (1967-1968),Law and the Elective Process,Robert A. Girard,1967-1968,,,,,1967,1968,"Politics, Policy & Legislation"
Legal Problems of the Poor (1967-1968),Legal Problems of the Poor,Jack H. Friedenthal,1967-1968,,,,,1967,1968,Public Interest Law
Medical-Legal Problems (1967-1968),Medical-Legal Problems,Raphael (Ralph) Jocelyn Gampell,1967-1968,,,,,1967,1968,Health Law
Psychoanalysis and the Law (1967-1968),Psychoanalysis and the Law,Yosal Rogat,1967-1968,,,,,1967,1968,Law & Psychology
Real Estate Transactions (1967-1968),Real Estate Transactions,Howard R. Williams,1967-1968,,,,,1967,1968,Real Estate
Sales and Sales Financing (1967-1968),Sales and Sales Financing,Byron D. Sher,1967-1968,,,,,1967,1968,Consumer & Commercial Law
Senior Thesis (1967-1968),Senior Thesis,,1967-1968,,,,,1967,1968,Independent Study
Taxation I (1967-1968),Taxation I,Joseph T. Sneed,1967-1968,,,,,1967,1968,Tax
Income Taxation (1967-1968),Income Taxation,Marvin T. Tepperman,1967-1968,,,,,1967,1968,Tax
Taxation of Foreign Income (1967-1968),Taxation of Foreign Income,Wayne G. Barnett,1967-1968,,,,,1967,1968,Tax
Torts II (1967-1968),Torts II,"""C. Robert Morris, Jr.""",1967-1968,,,,,1967,1968,"Contracts, Torts & Remedies"
Trusts and Estates I (1967-1968),Trusts and Estates I,"Dale S. Collinson,Howard R. Williams",1967-1968,,,,,1967,1968,Trusts & Estates
Water Law (1967-1968),Water Law,Charles J. Meyers,1967-1968,,,,,1967,1968,"Environmental, Natural Resources, Land Use & Water Law"
Administrative Law (1967-1968),Administrative Law,Kenneth E. Scott,1967-1968,,,,,1967,1968,Administrative Law & Regulation
Admiralty (1967-1968),Admiralty,Dale S. Collinson,1967-1968,,,,,1967,1968,International & Comparative Law
Business Associations II (Advanced Corporations) (1967-1968),Business Associations II (Advanced Corporations),"""C. Robert Morris, Jr.""",1967-1968,,,,,1967,1968,Corporate Law
Law and the Competitive Economy (1967-1968),Law and the Competitive Economy,Clark C. Havighurst,1967-1968,,,,,1967,1968,Law & Economics
Conflict of Laws (1967-1968),Conflict of Laws,J.E. Moffatt Hancock,1967-1968,,,,,1967,1968,Civil Law & Procedure
Consumer Protection (1967-1968),Consumer Protection,Byron D. Sher,1967-1968,,,,,1967,1968,Consumer & Commercial Law
Creditors' Rights (1967-1968),Creditors' Rights,"""C. Robert Morris, Jr.""",1967-1968,,,,,1967,1968,Consumer & Commercial Law
Advanced Criminal Law: A Study of Capital Punishment and of Narcotics Control (1967-1968),Advanced Criminal Law: A Study of Capital Punishment and of Narcotics Control,John Kaplan,1967-1968,,,,,1967,1968,Criminal Law & Procedure
Selected Problems in Advanced Criminal Law (1967-1968),Selected Problems in Advanced Criminal Law,Michael S. Wald,1967-1968,,,,,1967,1968,Criminal Law & Procedure
Criminal Trial and Appellate Practice (1967-1968),Criminal Trial and Appellate Practice,Joel J. Finer,1967-1968,,,,,1967,1968,Criminal Law & Procedure
Directed Research (1967-1968),Directed Research,,1967-1968,,,,,1967,1968,Independent Study
Estate Planning (1967-1968),Estate Planning,Joseph T. Sneed,1967-1968,,,,,1967,1968,Trusts & Estates
Evidence (1967-1968),Evidence,John Bingham Hurlbut,1967-1968,,,,,1967,1968,Evidence
Family and the Law (1967-1968),Family and the Law,Michael S. Wald,1967-1968,,,,,1967,1968,Family Law
Government Regulation of Business (1967-1968),Government Regulation of Business,Edwin M. Zimmerman,1967-1968,,,,,1967,1968,Administrative Law & Regulation
International: Law and Institutions of the European Communities (1967-1968),International: Law and Institutions of the European Communities,"Dale S. Collinson,John Henry Merryman",1967-1968,,,,,1967,1968,International & Comparative Law
International Law and Economic Development (1967-1968),International Law and Economic Development,"Thomas Ehrlich,Gerald M. Meier",1967-1968,,,,,1967,1968,International & Comparative Law
International: Legal Aspects of U.S. Foreign Relations (1967-1968),International: Legal Aspects of U.S. Foreign Relations,Carl Bernhardt Spaeth,1967-1968,,,,,1967,1968,International & Comparative Law
Jurisprudence (1967-1968),Jurisprudence,Yosal Rogat,1967-1968,,,,,1967,1968,Courts & Jurisprudence
Problems in Labor-Management Relations (1967-1968),Problems in Labor-Management Relations,J. Keith Mann,1967-1968,,,,,1967,1968,Labor Law
Law and Development (1967-1968),Law and Development,John Henry Merryman,1967-1968,,,,,1967,1968,Legal Theory & Methods
English Legal History (1967-1968),English Legal History,Lester J. Mazor,1967-1968,,,,,1967,1968,Legal History
Legal Profession (1967-1968),Legal Profession,Howard R. Williams,1967-1968,,,,,1967,1968,"Professional Skills, Practice & Ethics"
Oil and Gas (1967-1968),Oil and Gas,Charles J. Meyers,1967-1968,,,,,1967,1968,"Environmental, Natural Resources, Land Use & Water Law"
Regulated Industries (1967-1968),Regulated Industries,William F. Baxter,1967-1968,,,,,1967,1968,Administrative Law & Regulation
Roman Law (1967-1968),Roman Law,George Torzsay-Biber,1967-1968,,,,,1967,1968,Legal History
Securities Regulation (1967-1968),Securities Regulation,Clark C. Havighurst,1967-1968,,,,,1967,1968,"Finance, Banking & Securities"
Senior Thesis (1967-1968),Senior Thesis,,1967-1968,,,,,1967,1968,Independent Study
Taxation I (1967-1968),Taxation I,Wayne G. Barnett,1967-1968,,,,,1967,1968,Tax
Corporations and Shareholders Taxation (1967-1968),Corporations and Shareholders Taxation,Gordon Kendall Scott,1967-1968,,,,,1967,1968,Tax
Trusts and Estates II (1967-1968),Trusts and Estates II,Howard R. Williams,1967-1968,,,,,1967,1968,Trusts & Estates
The United States Supreme Court (1967-1968),The United States Supreme Court,Gerald Gunther,1967-1968,,,,,1967,1968,Courts & Jurisprudence
Civil Procedure I (1968-1969),Civil Procedure I,Jack H. Friedenthal,1968-1969,,,,,1968,1969,Civil Law & Procedure
Civil Procedure I (1968-1969),Civil Procedure I,Douglas A. Ayer,1968-1969,,,,,1968,1969,Civil Law & Procedure
"""Contracts, Unjust Enrichment and Remedies I"" (1968-1969)","""Contracts, Unjust Enrichment and Remedies I""",John Bingham Hurlbut,1968-1969,,,,,1968,1969,"Contracts, Torts & Remedies"
"""Contracts, Unjust Enrichment and Remedies I"" (1968-1969)","""Contracts, Unjust Enrichment and Remedies I""",Wayne G. Barnett,1968-1969,,,,,1968,1969,"Contracts, Torts & Remedies"
"""Contracts, Unjust Enrichment and Remedies I"" (1968-1969)","""Contracts, Unjust Enrichment and Remedies I""",Thomas Ehrlich,1968-1969,,,,,1968,1969,"Contracts, Torts & Remedies"
"""Contracts, Unjust Enrichment and Remedies I"" (1968-1969)","""Contracts, Unjust Enrichment and Remedies I""",John Bingham Hurlbut,1968-1969,,,,,1968,1969,"Contracts, Torts & Remedies"
"""Contracts, Unjust Enrichment and Remedies I"" (1968-1969)","""Contracts, Unjust Enrichment and Remedies I""",Byron D. Sher,1968-1969,,,,,1968,1969,"Contracts, Torts & Remedies"
Criminal Law I (1968-1969),Criminal Law I,"John Kaplan,Michael S. Wald",1968-1969,,,,,1968,1969,Criminal Law & Procedure
Torts I (1968-1969),Torts I,William Cohen,1968-1969,,,,,1968,1969,"Contracts, Torts & Remedies"
Torts I (1968-1969),Torts I,Robert A. Girard,1968-1969,,,,,1968,1969,"Contracts, Torts & Remedies"
Research and Legal Writing (1968-1969),Research and Legal Writing,,1968-1969,,,,,1968,1969,Research & Writing
Legal Bibliography (1968-1969),Legal Bibliography,"J. Myron Jacobstein,George Torzsay-Biber",1968-1969,,,,,1968,1969,Research & Writing
